City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
376,tidore,14.8961,-24.4956,298.44,74,92,4.38,CV,1668369744
377,tidore,1.7427,98.7792,296.77,95,100,0.49,ID,1668369745
378,tidore,38.421,-121.4238,289.14,43,0,7.2,US,1668369721
379,tidore,6.75,11.8167,294.05,53,4,1.06,CM,1668369745
380,tidore,-18.3693,26.5019,298.0,64,84,0.58,ZW,1668369746
381,tidore,5.3991,100.3638,300.01,91,40,0.0,MY,1668369746
382,tidore,-5.4667,143.2,278.64,99,58,0.86,PG,1668369746
383,tidore,46.8083,-100.7837,264.62,87,100,3.09,US,1668369537
384,tidore,-31.6308,-71.1653,296.33,35,30,4.19,CL,1668369747
385,tidore,-8.7537,148.2534,295.92,94,100,1.31,PG,1668369747
386,tidore,-19.6702,30.0059,291.07,88,100,1.44,ZW,1668369748
387,tidore,37.5683,126.9778,282.84,93,75,1.03,KR,1668369432
388,tidore,65.85,74.4859,249.62,87,76,4.1,RU,1668369748
389,tidore,61.2767,108.0108,248.74,87,100,3.22,RU,1668369749
390,tidore,-0.6136,-47.3561,301.18,74,66,4.99,BR,1668369749
391,tidore,44.5263,-109.0565,271.84,69,100,6.69,US,1668369750
392,tidore,-17.8333,-149.2667,296.13,79,100,1.86,PF,1668369751
393,tidore,54.7183,135.315,262.62,85,8,8.51,RU,1668369751
394,tidore,69.4541,-133.0374,264.15,92,100,3.09,CA,1668369751
395,tidore,-51.6226,-69.2181,290.47,37,69,4.92,AR,1668369689
396,tidore,4.8,119.85,301.06,78,100,3.02,PH,1668369752
397,tidore,25.4872,119.1986,292.83,83,100,5.73,CN,1668369752
398,tidore,54.5833,-5.9333,287.48,88,40,4.63,GB,1668369510
399,tidore,42.0817,126.6003,270.01,67,5,0.73,CN,1668369753
400,tidore,16.0333,-93.8667,305.47,47,40,3.93,MX,1668369753
401,tidore,59.7,150.1667,257.47,96,100,2.98,RU,1668369753
402,tidore,-20.4597,-66.825,290.25,3,0,11.06,BO,1668369754
403,tidore,9.4092,45.064,293.39,35,2,4.23,SO,1668369568
404,tidore,-3.4833,23.4333,294.39,98,100,0.38,CD,1668369754
405,tidore,5.6667,73.0,300.57,73,99,3.83,MV,1668369755
406,tidore,14.5333,20.9167,299.24,21,1,3.89,TD,1668369755
407,tidore,-4.8828,-66.8958,303.83,67,100,0.76,BR,1668369755
408,tidore,19.15,82.35,288.66,74,4,2.08,IN,1668369756
409,tidore,42.4789,22.7492,280.57,69,6,0.72,BG,1668369756
410,tidore,-7.1911,-48.2072,302.79,61,97,0.8,BR,1668369757
411,tidore,65.9811,60.3094,263.59,96,100,1.19,RU,1668369757
412,tidore,32.45,130.2,289.94,77,90,5.65,JP,1668369595
413,tidore,7.7669,-72.225,296.3,89,100,0.47,VE,1668369757
414,tidore,29.5542,66.0215,287.55,62,34,1.1,PK,1668369758
415,tidore,22.7984,114.4672,295.46,86,17,2.34,CN,1668369758
416,tidore,-2.8731,-67.8022,303.67,69,100,0.58,BR,1668369758
417,tidore,66.7697,123.3711,249.7,97,100,3.36,RU,1668369759
418,tidore,10.3997,-75.5144,299.94,89,75,4.63,CO,1668369560
419,tidore,57.6814,-2.6896,285.47,54,69,6.71,GB,1668369759
420,tidore,-3.432,10.6554,298.27,86,41,3.79,GA,1668369760
421,tidore,51.65,-103.5343,263.3,82,98,2.57,CA,1668369760
422,tidore,-21.3667,55.6167,294.36,86,74,5.95,RE,1668369761
423,tidore,69.4865,88.3972,242.06,84,82,1.8,RU,1668369761
424,tidore,52.8339,70.7803,272.56,90,100,11.6,KZ,1668369761
425,tidore,8.4022,14.1698,298.28,36,18,0.37,CM,1668369762
426,tidore,49.5776,111.9753,261.93,81,2,1.68,RU,1668369762
427,tidore,25.2088,64.6357,299.87,73,0,5.9,PK,1668369763
428,tidore,56.9064,118.2631,258.54,73,94,0.69,RU,1668369763
429,tidore,12.485,-16.5469,299.77,62,84,2.61,SN,1668369763
430,tidore,-2.6741,141.3028,298.52,89,98,1.59,PG,1668369764
431,tidore,57.3064,88.1667,273.61,97,100,5.11,RU,1668369764
432,tidore,-46.1333,167.6833,284.58,88,67,1.76,NZ,1668369764
433,tidore,35.9975,45.8853,280.1,49,0,0.94,IR,1668369765
434,tidore,56.0681,-4.3356,285.86,88,100,2.05,GB,1668369765
435,tidore,4.1363,96.1285,296.4,94,100,1.19,ID,1668369765
436,tidore,68.0546,166.4372,248.1,98,100,1.57,RU,1668369766
437,tidore,-4.3222,-40.7108,306.92,34,42,1.02,BR,1668369766
438,tidore,26.1167,79.0333,293.77,43,1,0.48,IN,1668369766
439,tidore,-6.5167,-44.1833,302.83,52,72,1.6,BR,1668369767
440,tidore,67.6803,53.1512,266.53,86,99,7.96,RU,1668369767
441,tidore,61.15,149.6333,246.13,96,85,0.96,RU,1668369767
442,tidore,-11.7667,27.2333,289.92,97,93,1.38,CD,1668369768
443,tidore,39.1638,-119.7674,278.01,75,0,3.6,US,1668369765
444,tidore,46.4333,26.4,277.75,62,5,0.85,RO,1668369768
445,tidore,13.5928,-89.8275,302.49,65,15,2.63,SV,1668369768
446,tidore,60.4667,166.1,265.32,94,100,2.85,RU,1668369769
447,tidore,41.4921,2.3652,291.57,85,100,1.32,ES,1668369769
448,tidore,66.1451,-65.7125,258.86,68,85,2.34,CA,1668369769
449,tidore,-16.9833,-67.2167,294.42,14,1,4.57,BO,1668369770
450,tidore,52.0779,104.0919,262.25,85,81,1.98,RU,1668369770
451,tidore,-17.7125,-39.2481,299.39,77,57,4.45,BR,1668369771
452,tidore,45.9001,-77.3328,271.92,58,100,0.45,CA,1668369771
453,tidore,-19.9842,57.6142,295.08,69,0,0.89,MU,1668369771
454,tidore,18.3851,42.4509,287.44,63,3,1.42,SA,1668369772
455,tidore,4.9533,-77.366,297.64,91,100,3.16,CO,1668369772
456,tidore,30.4833,-115.95,290.21,62,5,7.87,MX,1668369772
457,tidore,30.9866,103.9393,284.75,77,100,0.42,CN,1668369773
458,tidore,50.6996,-127.4199,280.34,83,86,0.96,CA,1668369667
459,tidore,27.8333,113.15,283.89,59,7,3.32,CN,1668369773
460,tidore,61.7053,30.6918,274.12,81,5,2.5,RU,1668369773
461,tidore,41.1239,-100.7654,278.09,38,0,3.09,US,1668369773
462,tidore,70.8578,29.0864,274.15,80,0,4.63,NO,1668369774
463,tidore,13.7667,109.2333,296.94,90,100,3.42,VN,1668369774
464,tidore,-35.3333,-72.4167,289.73,65,7,4.02,CL,1668369774
465,tidore,48.5722,83.6542,272.44,67,95,3.77,KZ,1668369775
466,tidore,-15.7667,128.7333,300.14,83,22,1.03,AU,1668369775
467,tidore,62.2167,135.8,248.83,100,100,0.54,RU,1668369775
468,tidore,5.1367,-5.0242,299.31,82,70,3.01,CI,1668369776
469,tidore,-0.1489,31.8748,292.24,84,100,1.36,UG,1668369776
470,tidore,-19.25,146.8,295.64,78,21,1.03,AU,1668369759
471,tidore,-0.7167,-48.5233,301.02,74,27,4.83,BR,1668369776
472,tidore,-30.7414,30.455,293.69,75,94,8.11,ZA,1668369777
473,tidore,21.2311,-86.731,303.24,65,0,4.5,MX,1668369777
474,tidore,69.3,139.9,242.2,99,100,1.68,RU,1668369777
475,tidore,5.2052,-4.4146,299.85,80,96,3.67,CI,1668369778
476,tidore,51.3413,0.7328,285.51,96,58,3.61,GB,1668369778
477,tidore,7.7893,99.6348,296.53,96,99,1.22,TH,1668369778
478,tidore,4.8699,-2.2405,299.15,82,100,2.75,GH,1668369778
479,tidore,48.6814,71.6433,272.16,66,100,10.75,KZ,1668369779
480,tidore,31.2136,-82.354,289.29,46,0,4.12,US,1668369779
481,tidore,47.4833,10.7167,283.35,75,100,2.51,AT,1668369779
482,tidore,2.4312,103.8405,297.62,94,100,2.04,MY,1668369780
483,tidore,65.7,82.4667,247.58,87,5,4.29,RU,1668369780
484,tidore,39.1834,-84.5333,276.9,70,100,3.6,US,1668369781
485,tidore,-9.1061,124.8925,297.42,87,99,1.06,ID,1668369781
486,tidore,48.4669,-81.3331,269.05,86,100,3.6,CA,1668369667
487,tidore,10.9995,122.6711,297.51,92,70,3.14,PH,1668369782
488,tidore,-30.1811,-50.2056,293.0,97,100,7.04,BR,1668369782
489,tidore,25.0213,37.2685,299.3,61,0,4.1,SA,1668369783
490,tidore,-31.4707,19.776,287.44,58,0,2.07,ZA,1668369783
491,tidore,9.538,-13.6773,301.15,73,68,3.51,GN,1668369784
492,tidore,46.4856,135.8833,261.22,95,21,1.9,RU,1668369549
493,tidore,42.7762,-9.0603,288.53,94,100,4.28,ES,1668369784
494,tidore,28.6585,-17.9182,293.22,72,0,4.12,ES,1668369785
495,tidore,10.5669,72.642,299.89,77,98,1.55,IN,1668369785
496,tidore,68.3499,-133.7218,258.57,85,100,0.0,CA,1668369785
497,tidore,57.4695,31.1156,278.3,73,100,3.22,RU,1668369786
498,tidore,-33.89,-60.5736,289.92,92,100,6.93,AR,1668369786
499,tidore,45.6169,-61.3485,281.92,96,100,3.13,CA,1668369786
500,tidore,2.6708,72.8944,300.23,76,100,6.06,MV,1668369786
501,tidore,7.9803,49.8164,298.96,73,40,7.42,SO,1668369787
502,tidore,24.0934,32.907,296.61,33,0,5.68,EG,1668369787
503,tidore,28.4058,-80.6048,298.7,85,100,5.66,US,1668369787
504,tidore,52.4333,10.8,279.85,86,41,3.64,DE,1668369788
505,tidore,-21.9833,16.9167,295.5,13,0,4.57,NA,1668369788
506,tidore,58.5927,-3.5259,284.29,91,60,6.39,GB,1668369789
507,tidore,-6.2167,155.6333,300.23,81,74,1.9,PG,1668369631
508,tidore,42.2506,-75.833,279.61,73,100,3.09,US,1668369789
509,tidore,57.4244,25.9016,276.71,94,98,1.34,LV,1668369790
510,tidore,62.3873,6.557,287.22,85,100,4.07,NO,1668369790
511,tidore,9.2333,29.8333,298.07,32,10,1.92,SS,1668369790
512,tidore,4.9333,-52.3333,301.17,78,20,4.12,GF,1668369553
513,tidore,51.1507,108.921,258.56,98,67,0.6,RU,1668369791
514,tidore,43.213,-8.691,287.83,93,100,2.23,ES,1668369791
515,tidore,50.6328,81.9056,272.72,79,100,6.21,KZ,1668369792
516,tidore,-16.3989,-71.535,294.16,25,0,5.83,PE,1668369792
517,tidore,29.0361,114.5636,285.39,73,100,1.03,CN,1668369792
518,tidore,44.6201,4.3899,285.07,91,97,2.31,FR,1668369793
519,tidore,69.4719,25.5112,273.9,91,100,3.03,NO,1668369793
520,tidore,34.261,-6.5802,286.57,71,100,1.12,MA,1668369793
521,tidore,4.2498,117.8871,298.66,87,82,2.02,MY,1668369794
522,tidore,7.5333,-80.0333,298.19,75,48,2.31,PA,1668369794
523,tidore,-15.8631,-38.8828,299.34,78,98,4.15,BR,1668369795
524,tidore,59.7347,10.5931,281.36,1,100,0.98,NO,1668369795
525,tidore,-23.35,47.6,295.6,89,100,4.55,MG,1668369795
526,tidore,55.1667,-118.8027,275.62,79,75,5.19,CA,1668369650
527,tidore,-17.9869,-46.9078,301.84,47,93,4.18,BR,1668369796
528,tidore,70.3705,31.1107,272.14,80,0,4.63,NO,1668369796
529,tidore,35.0113,37.0532,290.12,48,0,2.92,SY,1668369796
530,tidore,17.0151,54.0924,299.2,73,20,1.03,OM,1668369797
531,tidore,-21.0908,-45.0914,303.0,36,48,3.21,BR,1668369797
532,tidore,-19.1164,33.4833,296.34,70,95,1.64,MZ,1668369797
533,tidore,27.5064,-99.5075,291.67,20,20,3.61,US,1668369555
534,tidore,5.6639,-67.6236,305.22,58,22,2.67,VE,1668369798
535,tidore,18.8003,110.3967,298.12,87,99,2.7,CN,1668369563
536,tidore,51.2585,-80.6094,270.14,93,100,4.12,CA,1668369798
537,tidore,40.8126,-73.999,284.74,50,75,4.12,US,1668369671
538,tidore,51.6667,75.3667,273.56,56,100,11.15,KZ,1668369799
539,tidore,-16.7333,-151.4333,297.26,66,100,1.53,PF,1668369799
540,tidore,-22.9575,14.5053,289.57,78,0,5.53,NA,1668369800
541,tidore,-12.2333,136.7667,298.49,94,6,1.54,AU,1668369800
542,tidore,70.9457,27.3465,275.18,86,75,1.03,NO,1668369800
543,tidore,-5.1347,-49.3267,307.33,60,94,0.6,BR,1668369801
544,tidore,66.53,66.6019,254.31,93,100,4.02,RU,1668369801
545,tidore,-14.7972,-57.2881,302.53,55,93,1.35,BR,1668369801
546,tidore,-3.5534,143.6268,299.22,84,100,1.17,PG,1668369802
547,tidore,1.1983,-70.1733,302.1,77,99,0.3,CO,1668369802
548,tidore,11.6667,92.75,298.8,84,55,3.89,IN,1668369802
549,tidore,-35.5667,138.6167,286.31,90,100,11.23,AU,1668369803
550,tidore,-19.55,169.2667,299.36,78,0,2.67,VU,1668369803
551,tidore,35.1333,140.3,290.16,68,2,7.39,JP,1668369803
552,tidore,44.8215,33.6045,284.83,82,23,1.53,UA,1668369804
553,tidore,51.1801,71.446,271.12,93,75,12.0,KZ,1668369622
554,tidore,70.9963,24.6622,275.28,82,78,3.69,NO,1668369804
555,tidore,25.2919,60.643,299.58,69,0,3.86,IR,1668369804
556,tidore,-10.9833,-66.1,309.0,34,93,2.13,BO,1668369805
557,tidore,36.6777,-121.6555,289.8,47,0,4.12,US,1668369749
558,tidore,13.4833,-88.1833,304.52,56,16,0.24,SV,1668369805
559,tidore,54.6667,55.7167,274.77,93,100,9.0,RU,1668369805
560,tidore,7.0419,134.2556,301.88,78,100,5.83,PW,1668369806
561,tidore,41.7597,86.1469,274.23,53,0,0.21,CN,1668369633
562,tidore,56.55,37.8833,275.58,70,100,7.37,RU,1668369806
563,tidore,30.3322,-81.6556,294.28,56,100,3.6,US,1668369494
564,tidore,46.7739,7.5725,280.2,93,75,3.09,CH,1668369806
565,tidore,59.5833,151.2833,256.95,93,88,3.64,RU,1668369807
566,tidore,49.5786,42.736,280.16,64,100,9.01,RU,1668369807
567,tidore,53.4001,-117.5857,275.19,82,40,3.13,CA,1668369807
568,tidore,-8.11,-42.9444,307.22,32,81,1.09,BR,1668369808
569,tidore,61.3614,63.5842,261.12,94,100,3.95,RU,1668369808
570,tidore,-30.2752,-57.6007,299.92,61,100,0.51,UY,1668369808
571,tidore,31.4451,12.9801,288.35,43,4,0.42,LY,1668369809
572,tidore,0.7414,30.0417,292.68,97,100,0.58,UG,1668369809
573,tidore,-17.4759,24.2968,296.1,70,100,2.03,ZM,1668369809
574,tidore,-32.2667,150.9,292.22,93,93,4.44,AU,1668369673
